index	source	source_id	English_name	Chinese_name	clean_name	name2	note1	note2	group1	group2	stat_standard	stat_shape	stat_cook	stat_storage	stat_meat	stat_seasoning	edible	Energy_kcal	Energy_kJ	Water	Protein	Fat	Ash	Fiber	Carbohydrate	Sugar	Alcohol	Caffeine	saturated_fat_acid	monounsat_fat_acid	polyunsat_fat_acid	trans_fat_acid	Cholesterol	Phytosterol	Fructose	VA_RAE	VA_IU	Retinol	Carotene	Thiamin	Riboflavin	Niacin	Nicotincin	VB6	VB12	VC	VD	VE	Tocopherol.gama	VK	Folate	Choline	Ca	Fe	Mg	p	K	Na	Zn	Cu	Mn	Se	Tryptophan	Threonine	Isoleucine	Leucine	Lysine	Methionine	Phenylalanine	Valine	Arginine	Histidine	F18D2	F18D3	F18D4	F20D4	F20D5	F22D5	F22D6	others	total_name	key_name_cn
China_33101	China	33101		赤小豆（干）[小豆，红小豆]	赤小豆		（干）	[小豆，红小豆]	干豆类及制品	赤豆			干		NA		100	324	1357	12.6	20.2	0.6	3.2	7.7	63.4	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.013	0	0.08	0.16	0.11	2	0	0	0	0	NA	14.36	NA	NA	0	NA	74	7.4	138	305	860	0	2.2	0.64	1.33	0.0038	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 33101; name: 赤小豆（干）[小豆，红小豆]; pinyin: CXD[XDHXD]; cateno: 33; category_lvl1_id: 3; category_lvl2_id: 33; a_vit_e: 0; i: 0.0078	赤小豆	赤小豆
China_124105	China	124105		赤贝	赤贝				鱼虾蟹贝类	贝					NA		34	61	255	84.9	13.9	0.6	1.5	0	0	NA	0	NA	NA	NA	NA	NA	144	NA	NA	NA	0	0	0	0	0.1	0.2	0	0	0	0	NA	13.22	NA	NA	0	NA	35	4.8	45	118	153	266.1	11.58	0.4	0.6	0.05997	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 124105; name: 赤贝; pinyin: CB; cateno: 124; category_lvl1_id: 12; category_lvl2_id: 124; a_vit_e: 4.21; i: 0	赤贝	赤贝
China_64101	China	64101		橙	橙				水果类及制品	柑橘类					NA		74	48	201	87.4	0.8	0.2	0.5	0.6	11.1	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.027	0	0.16	0.05	0.04	0.3	0	0	0	33	NA	0.56	NA	NA	0	NA	20	0.4	14	22	159	0	0.14	0.03	0.05	0.00031	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 64101; name: 橙; pinyin: C; cateno: 64; category_lvl1_id: 6; category_lvl2_id: 64; a_vit_e: 0.51; i: 9e-04	橙	橙
China_192002	China	192002		茶油	茶油				油脂	植物油					NA		100	899	3761	0.1	0	99.9	0	0	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	27.9	NA	NA	0	NA	5	1.1	2	8	2	0.7	0.34	0.03	1.17	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 192002; name: 茶油; pinyin: CY; cateno: 192; category_lvl1_id: 19; category_lvl2_id: 192; a_vit_e: 1.45; i: 0	茶油	茶油
China_51031	China	51031		茶树菇（干）[柱状田头菇、油茶菇]	茶树菇		（干）	[柱状田头菇、油茶菇]	菌藻类	菌类			干		NA		100	309	1304	12.2	23.1	2.6	6	0	56.1	NA	NA	NA	NA	NA	NA	NA	0	NA	NA	NA	0	NA	NA	0.32	1.48	NA	39.39	0	0	0	NA	0	NA	NA	0	NA	4	9.3	124	908	2165	0	8.38	2.76	0.73	0.00724	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 51031; name: 茶树菇（干）[柱状田头菇、油茶菇]; pinyin: CSG（G）[ZZTTG、YCG]; cateno: 51; category_lvl1_id: 5; category_lvl2_id: 51; a_vit_e: NA; i: 0	茶树菇	茶树菇
China_121102	China	121102		草鱼[白鲩，草包鱼]	草鱼			[白鲩，草包鱼]	鱼虾蟹贝类	鱼					NA		58	113	473	77.3	16.6	5.2	1.1	0	0	NA	0	NA	NA	NA	NA	NA	86	NA	NA	NA	0.011	0.011	0	0.04	0.11	2.8	0	0	0	0	NA	2.03	NA	NA	0	NA	38	0.8	31	203	312	46	0.87	0.05	0.05	0.00666	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 121102; name: 草鱼[白鲩，草包鱼]; pinyin: CY[BCBY]; cateno: 121; category_lvl1_id: 12; category_lvl2_id: 121; a_vit_e: 2.03; i: 0.0064	草鱼	草鱼
China_63910	China	63910		草莓[洋莓，凤阳草莓]	草莓			[洋莓，凤阳草莓]	水果类及制品	浆果类					NA		97	32	134	91.3	1	0.2	0.4	1.1	7.1	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.005	0	0.03	0.02	0.03	0.3	0	0	0	47	NA	0.71	NA	NA	0	NA	18	1.8	12	27	131	0	0.14	0.04	0.49	7e-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 63910; name: 草莓[洋莓，凤阳草莓]; pinyin: C[YFYC]; cateno: 63; category_lvl1_id: 6; category_lvl2_id: 63; a_vit_e: 0.54; i: 0	草莓	草莓
China_192001	China	192001		菜籽油[青油]	菜籽油			[青油]	油脂	植物油					NA		100	899	3761	0.1	0	99.9	0	0	0	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	0	0	0	0	0	0	0	NA	60.89	NA	NA	0	NA	9	3.7	3	9	2	7	0.54	0.18	0.11	0	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 192001; name: 菜籽油[青油]; pinyin: CZY[QY]; cateno: 192; category_lvl1_id: 19; category_lvl2_id: 192; a_vit_e: 10.81; i: 0	菜籽油	菜籽油
China_45216	China	45216		菜花（白色）[花椰菜]	菜花		（白色）	[花椰菜]	蔬菜类及制品	嫩茎、叶、花菜类					NA		82	20	83	93.2	1.7	0.2	0.7	2.1	4.2	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.001	0	0	0.04	0.04	0	0.32	0	0	32	NA	0	NA	NA	0	NA	31	0.4	18	32	206	0	0.17	0.02	0.09	0.00286	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 45216; name: 菜花（白色）[花椰菜]; pinyin: CH[HYC]; cateno: 45; category_lvl1_id: 4; category_lvl2_id: 45; a_vit_e: 0; i: 0	菜花	菜花
China_43202	China	43202		菜瓜[生瓜，白瓜]	菜瓜			[生瓜，白瓜]	蔬菜类及制品	茄果、瓜菜类					NA		88	19	79	95	0.6	0.2	0.3	0.4	3.9	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.003	0	0.02	0.02	0.01	0.2	0	0	0	12	NA	0.03	NA	NA	0	NA	20	0.5	15	14	136	0	0.1	0.03	0.03	0.00063	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 43202; name: 菜瓜[生瓜，白瓜]; pinyin: CG[SGBG]; cateno: 43; category_lvl1_id: 4; category_lvl2_id: 43; a_vit_e: 0; i: 0	菜瓜	菜瓜
China_65003	China	65003		菠萝蜜[木菠萝]	菠萝蜜			[木菠萝]	水果类及制品	热带、亚热带水果					NA		43	105	439	73.2	0.2	0.3	0.6	0.8	25.7	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.003	0	0.018	0.06	0.05	0.7	0	0	0	9	NA	0.52	NA	NA	0	NA	9	0.5	24	18	330	0	0.12	0.12	0.18	0.00417	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 65003; name: 菠萝蜜[木菠萝]; pinyin: BLM[MBL]; cateno: 65; category_lvl1_id: 6; category_lvl2_id: 65; a_vit_e: 0; i: 0	菠萝蜜	菠萝蜜
China_71002	China	71002		菠萝蜜	菠萝蜜				坚果、种子类	树坚果					NA		97	164	688	57	4.9	0.3	1.1	2.3	36.7	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	0.31	0.16	0.9	0	0	0	16	NA	0.12	NA	NA	0	NA	18	1.6	27	68	400	0	0.54	0.27	0.3	0.01047	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 71002; name: 菠萝蜜; pinyin: BLMZ; cateno: 71; category_lvl1_id: 7; category_lvl2_id: 71; a_vit_e: 0; i: 0	菠萝蜜	菠萝蜜
China_65002	China	65002		菠萝[凤梨，地菠萝]	菠萝			[凤梨，地菠萝]	水果类及制品	热带、亚热带水果					NA		68	44	184	88.4	0.5	0.1	0.2	1.3	10.8	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.003	0	0.02	0.04	0.02	0.2	0	0	0	18	NA	0	NA	NA	0	NA	12	0.6	8	9	113	0	0.14	0.07	1.04	0.00024	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 65002; name: 菠萝[凤梨，地菠萝]; pinyin: BL[FLDBL]; cateno: 65; category_lvl1_id: 6; category_lvl2_id: 65; a_vit_e: 0; i: 0.0041	菠萝	菠萝
China_45301	China	45301		菠菜（鲜）[赤根菜]	菠菜		（鲜）	[赤根菜]	蔬菜类及制品	嫩茎、叶、花菜类				鲜	NA		89	28	117	91.2	2.6	0.3	1.4	1.7	4.5	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.487	0	2.92	0.04	0.11	0.6	0	0	0	32	NA	1.74	NA	NA	0	NA	66	2.9	58	47	311	0	0.85	0.1	0.66	0.00097	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 45301; name: 菠菜（鲜）[赤根菜]; pinyin: BC[CGC]; cateno: 45; category_lvl1_id: 4; category_lvl2_id: 45; a_vit_e: 1.46; i: 0	菠菜	菠菜
China_46008	China	46008		荸荠（鲜）[马蹄，地栗]	荸荠		（鲜）	[马蹄，地栗]	蔬菜类及制品	水生蔬菜类				鲜	NA		78	61	255	83.6	1.2	0.2	0.8	1.1	14.2	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0.003	0	0.02	0.02	0.02	0.7	0	0	0	7	NA	0.65	NA	NA	0	NA	4	0.6	12	44	306	0	0.34	0.07	0.11	7e-04	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 46008; name: 荸荠（鲜）[马蹄，地栗]; pinyin: [MTDL]; cateno: 46; category_lvl1_id: 4; category_lvl2_id: 46; a_vit_e: 0.15; i: 0	荸荠	荸荠
China_41101	China	41101		白萝卜（鲜）[莱菔]	白萝卜		（鲜）	[莱菔]	蔬菜类及制品	根菜类				鲜	NA		95	16	67	94.6	0.7	0.1	0.6	0	4	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	0.02	0.02	0.01	0.3	0.14	0	0	19	NA	0	NA	NA	0	NA	47	0.2	12	16	167	0	0.14	0.01	0.05	0.00012	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 41101; name: 白萝卜（鲜）[莱菔]; pinyin: BLB[L]; cateno: 41; category_lvl1_id: 4; category_lvl2_id: 41; a_vit_e: 0.92; i: 0	白萝卜	白萝卜
China_65001	China	65001		芭蕉[甘蕉，板蕉，牙蕉]	芭蕉			[甘蕉，板蕉，牙蕉]	水果类及制品	热带、亚热带水果					NA		68	115	481	68.9	1.2	0.1	0.9	3.1	28.9	NA	0	NA	NA	NA	NA	NA	0	NA	NA	NA	0	0	0	0.02	0.02	0.6	0	0	0	0	NA	0	NA	NA	0	NA	6	0.3	29	18	330	0	0.16	0.1	0.78	0.00081	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 65001; name: 芭蕉[甘蕉，板蕉，牙蕉]; pinyin: BJ[GJBJYJ]; cateno: 65; category_lvl1_id: 6; category_lvl2_id: 65; a_vit_e: 0; i: 0	芭蕉	芭蕉
China_114101	China	114101		鹌鹑蛋	鹌鹑蛋				蛋类及制品	鹌鹑蛋					NA		86	160	669	73	12.8	11.1	1	0	2.1	NA	0	NA	NA	NA	NA	NA	515	NA	NA	NA	0.337	0.337	0	0.11	0.49	0.1	0	0	0	0	NA	3.08	NA	NA	0	NA	47	3.2	11	180	138	106.6	1.61	0.09	0.04	0.02548	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	no: 114101; name: 鹌鹑蛋; pinyin: D; cateno: 114; category_lvl1_id: 11; category_lvl2_id: 114; a_vit_e: 1.67; i: 0.0376	鹌鹑蛋	鹌鹑蛋
USDASR_11011	USDASR	11011	Asparagus, raw	芦笋、生	Asparagus, raw		Asparagus	Asparagus	Vegetables and Vegetable Products				生		NA		53	20	85	93.22	2.2	0.12	0.58	2.1	3.88	1.88	0	0	0.04	0	0.05	0	0	24	1	0.038	756	0	0.449	0.143	0.141	0.978	NA	0.091	0	5.6	0	1.13	0.09	0.0416	0.052	16	24	2.14	14	52	202	2	0.54	0.189	0.158	0.0023	0.027	0.084	0.075	0.128	0.104	0.031	0.075	0.115	0.091	0.049	0.04	0.01	0	0	0	0	0	name: Asparagus, raw; foodid: 11011; Starch: NA; Sucrose: 0.23; Glucose.dextrose.: 0.65; Lactose: 0; Maltose: 0; Theobromine: 0; Galactose: 0; Fluoride.F: NA; Carotene.alpha: 0.009; Vitamin.D2.ergocalciferol.: NA; Vitamin.D3.cholecalciferol.: NA; Vitamin.D.D2.D3.: 0; Cryptoxanthin.beta: 0; Lycopene: 0; Lutein.zeaxanthin: 0.71; Tocopherol.beta: 0; Tocopherol.delta: 0; Tocotrienol.alpha: NA; Tocotrienol.beta: NA; Tocotrienol.gamma: NA; Tocotrienol.delta: NA; Pantothenic.acid: 0.274; Menaquinone.4: NA; Dihydrophylloquinone: 0; Folic.acid: 0; Folate.food: 0.052; Folate.DFE: 0.052; Betaine: 0.6; Cystine: 0.031; Tyrosine: 0.052; Alanine: 0.115; Aspartic.acid: 0.508; Glutamic.acid: 0.233; Glycine: 0.093; Proline: 0.071; Serine: 0.106; Hydroxyproline: NA; Vitamin.E.added: 0; Vitamin.B.12.added: 0; X4.0: 0; X6.0: 0; X8.0: 0; X10.0: 0; X12.0: 0; X14.0: 0; X16.0: 0.04; X18.0: 0; X20.0: 0; X18.1.undifferentiated: 0; X22.0: 0; X14.1: 0; X16.1.undifferentiated: 0; X20.1: 0; X22.1.undifferentiated: 0; Stigmasterol: NA; Campesterol: NA; Beta.sitosterol: NA; X15.0: 0; X17.0: 0; X24.0: 0; X16.1.t: NA; X18.1.t: NA; X22.1.t: NA; X18.2.t.not.further.defined: NA; X18.2.i: NA; X18.2.t.t: NA; X18.2.CLAs: NA; X24.1.c: NA; X20.2.n.6.c.c: 0; X16.1.c: NA; X18.1.c: NA; X18.2.n.6.c.c: NA; X22.1.c: NA; X18.3.n.6.c.c.c: NA; X17.1: 0; X20.3.undifferentiated: 0; Fatty.acids.total.trans.monoenoic: NA; Fatty.acids.total.trans.polyenoic: NA; X13.0: NA; X15.1: 0; X18.3.n.3.c.c.c.ALA.: NA; X20.3.n.3: NA; X20.3.n.6: NA; X20.4.n.6: NA; X18.3i: NA; X21.5: NA; X22.4: NA; X18.1.11.t.18.1t.n.7.: NA	ASPARAGUS	芦笋
USDASR_11012	USDASR	11012	Asparagus, cooked, boiled, drained	芦笋，煮熟，煮熟，沥干	Asparagus, cooked, boiled, drained		boiled, drained	Asparagus	Vegetables and Vegetable Products				过滤		NA		100	22	94	92.63	2.4	0.22	0.63	2	4.11	1.3	0	0	0.048	0	0.105	0	0	NA	0.79	0.05	1006	0	0.604	0.162	0.139	1.084	NA	0.079	0	7.7	0	1.5	0.21	0.0506	0.149	26.1	23	0.91	14	54	224	14	0.6	0.165	0.154	0.0061	0.029	0.092	0.082	0.14	0.113	0.034	0.082	0.125	0.099	0.053	0.076	0.029	0	0	0	0	0	name: Asparagus, cooked, boiled, drained; foodid: 11012; Starch: 0; Sucrose: 0.08; Glucose.dextrose.: 0.42; Lactose: 0; Maltose: 0; Theobromine: 0; Galactose: 0; Fluoride.F: 0.0219; Carotene.alpha: 0; Vitamin.D2.ergocalciferol.: NA; Vitamin.D3.cholecalciferol.: NA; Vitamin.D.D2.D3.: 0; Cryptoxanthin.beta: 0; Lycopene: 0.03; Lutein.zeaxanthin: 0.771; Tocopherol.beta: 0.02; Tocopherol.delta: 0; Tocotrienol.alpha: NA; Tocotrienol.beta: NA; Tocotrienol.gamma: NA; Tocotrienol.delta: NA; Pantothenic.acid: 0.225; Menaquinone.4: NA; Dihydrophylloquinone: 0; Folic.acid: 0; Folate.food: 0.149; Folate.DFE: 0.149; Betaine: 0.9; Cystine: 0.034; Tyrosine: 0.057; Alanine: 0.125; Aspartic.acid: 0.555; Glutamic.acid: 0.255; Glycine: 0.101; Proline: 0.077; Serine: 0.116; Hydroxyproline: NA; Vitamin.E.added: 0; Vitamin.B.12.added: 0; X4.0: 0; X6.0: 0; X8.0: 0; X10.0: 0; X12.0: 0; X14.0: 0; X16.0: 0.048; X18.0: 0; X20.0: 0; X18.1.undifferentiated: 0; X22.0: 0; X14.1: 0; X16.1.undifferentiated: 0; X20.1: 0; X22.1.undifferentiated: 0; Stigmasterol: NA; Campesterol: NA; Beta.sitosterol: NA; X15.0: 0; X17.0: 0; X24.0: 0; X16.1.t: NA; X18.1.t: NA; X22.1.t: NA; X18.2.t.not.further.defined: NA; X18.2.i: NA; X18.2.t.t: NA; X18.2.CLAs: NA; X24.1.c: NA; X20.2.n.6.c.c: 0; X16.1.c: NA; X18.1.c: NA; X18.2.n.6.c.c: NA; X22.1.c: NA; X18.3.n.6.c.c.c: NA; X17.1: 0; X20.3.undifferentiated: 0; Fatty.acids.total.trans.monoenoic: NA; Fatty.acids.total.trans.polyenoic: NA; X13.0: NA; X15.1: 0; X18.3.n.3.c.c.c.ALA.: NA; X20.3.n.3: NA; X20.3.n.6: NA; X20.4.n.6: NA; X18.3i: NA; X21.5: NA; X22.4: NA; X18.1.11.t.18.1t.n.7.: NA	ASPARAGUS	芦笋
USDASR_11705	USDASR	11705	Asparagus, cooked, boiled, drained, with salt	芦笋，煮熟，煮熟，加盐沥干	Asparagus, cooked, boiled, drained with salt		boiled, drained, with salt	Asparagus	Vegetables and Vegetable Products				过滤		NA	加盐	100	22	94	92.63	2.4	0.22	0.63	2	4.11	1.3	0	0	0.048	0	0.105	0	0	NA	0.79	0.05	1006	0	0.604	0.162	0.139	1.084	NA	0.079	0	7.7	0	1.5	NA	0.0506	0.149	26.1	23	0.91	14	54	224	240	0.6	0.165	0.154	0.0061	0.029	0.092	0.082	0.14	0.113	0.034	0.082	0.125	0.099	0.053	0.076	0.029	0	0	0	0	0	name: Asparagus, cooked, boiled, drained, with salt; foodid: 11705; Starch: 0; Sucrose: 0.08; Glucose.dextrose.: 0.42; Lactose: 0; Maltose: 0; Theobromine: 0; Galactose: 0; Fluoride.F: 0.0219; Carotene.alpha: 0; Vitamin.D2.ergocalciferol.: NA; Vitamin.D3.cholecalciferol.: NA; Vitamin.D.D2.D3.: 0; Cryptoxanthin.beta: 0; Lycopene: 0.03; Lutein.zeaxanthin: 0.771; Tocopherol.beta: NA; Tocopherol.delta: NA; Tocotrienol.alpha: NA; Tocotrienol.beta: NA; Tocotrienol.gamma: NA; Tocotrienol.delta: NA; Pantothenic.acid: 0.225; Menaquinone.4: NA; Dihydrophylloquinone: 0; Folic.acid: 0; Folate.food: 0.149; Folate.DFE: 0.149; Betaine: 0.9; Cystine: 0.034; Tyrosine: 0.057; Alanine: 0.125; Aspartic.acid: 0.555; Glutamic.acid: 0.255; Glycine: 0.101; Proline: 0.077; Serine: 0.116; Hydroxyproline: NA; Vitamin.E.added: 0; Vitamin.B.12.added: 0; X4.0: 0; X6.0: 0; X8.0: 0; X10.0: 0; X12.0: 0; X14.0: 0; X16.0: 0.048; X18.0: 0; X20.0: 0; X18.1.undifferentiated: 0; X22.0: 0; X14.1: 0; X16.1.undifferentiated: 0; X20.1: 0; X22.1.undifferentiated: 0; Stigmasterol: NA; Campesterol: NA; Beta.sitosterol: NA; X15.0: 0; X17.0: 0; X24.0: 0; X16.1.t: NA; X18.1.t: NA; X22.1.t: NA; X18.2.t.not.further.defined: NA; X18.2.i: NA; X18.2.t.t: NA; X18.2.CLAs: NA; X24.1.c: NA; X20.2.n.6.c.c: 0; X16.1.c: NA; X18.1.c: NA; X18.2.n.6.c.c: NA; X22.1.c: NA; X18.3.n.6.c.c.c: NA; X17.1: 0; X20.3.undifferentiated: 0; Fatty.acids.total.trans.monoenoic: NA; Fatty.acids.total.trans.polyenoic: NA; X13.0: NA; X15.1: 0; X18.3.n.3.c.c.c.ALA.: NA; X20.3.n.3: NA; X20.3.n.6: NA; X20.4.n.6: NA; X18.3i: NA; X21.5: NA; X22.4: NA; X18.1.11.t.18.1t.n.7.: NA	ASPARAGUS	芦笋
USDASR_11019	USDASR	11019	Asparagus, frozen, cooked, boiled, drained, without salt	芦笋，冷冻，煮熟，煮熟，无盐沥干	Asparagus, frozen, cooked, boiled, drained without salt		cooked, boiled, drained, without salt	Asparagus	Vegetables and Vegetable Products				过滤	冷冻	NA	不加盐	100	18	74	94.1	2.95	0.42	0.61	1.6	1.92	0.32	0	0	0.096	0.013	0.185	0	0	NA	NA	0.04	806	0	0.483	0.065	0.103	1.038	NA	0.02	0	24.4	0	1.2	0.17	0.08	0.135	20.9	18	0.56	10	49	172	3	0.41	0.105	0.14	0.0039	0.029	0.082	0.109	0.128	0.14	0.028	0.07	0.114	0.138	0.046	0.175	0.01	0	0	0	0	0	name: Asparagus, frozen, cooked, boiled, drained, without salt; foodid: 11019; Starch: NA; Sucrose: NA; Glucose.dextrose.: NA; Lactose: NA; Maltose: NA; Theobromine: 0; Galactose: NA; Fluoride.F: NA; Carotene.alpha: 0; Vitamin.D2.ergocalciferol.: NA; Vitamin.D3.cholecalciferol.: NA; Vitamin.D.D2.D3.: 0; Cryptoxanthin.beta: 0; Lycopene: 0.024; Lutein.zeaxanthin: 0.618; Tocopherol.beta: 0.02; Tocopherol.delta: 0; Tocotrienol.alpha: 0.02; Tocotrienol.beta: 0; Tocotrienol.gamma: 0; Tocotrienol.delta: 0; Pantothenic.acid: 0.158; Menaquinone.4: NA; Dihydrophylloquinone: NA; Folic.acid: 0; Folate.food: 0.135; Folate.DFE: 0.135; Betaine: 0.7; Cystine: 0.035; Tyrosine: 0.047; Alanine: 0.139; Aspartic.acid: 0.342; Glutamic.acid: 0.483; Glycine: 0.096; Proline: 0.157; Serine: 0.112; Hydroxyproline: NA; Vitamin.E.added: 0; Vitamin.B.12.added: 0; X4.0: 0; X6.0: 0; X8.0: 0; X10.0: 0; X12.0: 0.001; X14.0: 0.003; X16.0: 0.086; X18.0: 0.006; X20.0: NA; X18.1.undifferentiated: 0.011; X22.0: NA; X14.1: NA; X16.1.undifferentiated: 0.002; X20.1: 0; X22.1.undifferentiated: 0; Stigmasterol: NA; Campesterol: NA; Beta.sitosterol: NA; X15.0: NA; X17.0: NA; X24.0: NA; X16.1.t: NA; X18.1.t: NA; X22.1.t: NA; X18.2.t.not.further.defined: NA; X18.2.i: NA; X18.2.t.t: NA; X18.2.CLAs: NA; X24.1.c: NA; X20.2.n.6.c.c: NA; X16.1.c: NA; X18.1.c: NA; X18.2.n.6.c.c: NA; X22.1.c: NA; X18.3.n.6.c.c.c: NA; X17.1: NA; X20.3.undifferentiated: NA; Fatty.acids.total.trans.monoenoic: NA; Fatty.acids.total.trans.polyenoic: NA; X13.0: NA; X15.1: NA; X18.3.n.3.c.c.c.ALA.: NA; X20.3.n.3: NA; X20.3.n.6: NA; X20.4.n.6: NA; X18.3i: NA; X21.5: NA; X22.4: NA; X18.1.11.t.18.1t.n.7.: NA	ASPARAGUS	芦笋
USDASR_11709	USDASR	11709	Asparagus, frozen, cooked, boiled, drained, with salt	芦笋，冷冻，煮熟，煮熟，加盐沥干	Asparagus, frozen, cooked, boiled, drained with salt		cooked, boiled, drained, with salt	Asparagus	Vegetables and Vegetable Products				过滤	冷冻	NA	加盐	100	18	74	94.1	2.95	0.42	0.61	1.6	1.92	0.32	NA	0	0.096	0.013	0.185	0	0	NA	NA	0.04	806	0	0.483	0.065	0.103	1.038	NA	0.02	0	24.4	0	1.2	0.17	0.08	0.135	20.9	18	0.56	10	49	172	240	0.41	0.105	0.14	0.0039	0.029	0.082	0.109	0.128	0.14	0.028	0.07	0.114	0.138	0.046	0.175	0.01	NA	NA	NA	NA	NA	name: Asparagus, frozen, cooked, boiled, drained, with salt; foodid: 11709; Starch: NA; Sucrose: NA; Glucose.dextrose.: NA; Lactose: NA; Maltose: NA; Theobromine: 0; Galactose: NA; Fluoride.F: NA; Carotene.alpha: 0; Vitamin.D2.ergocalciferol.: NA; Vitamin.D3.cholecalciferol.: NA; Vitamin.D.D2.D3.: 0; Cryptoxanthin.beta: 0; Lycopene: 0.024; Lutein.zeaxanthin: 0.618; Tocopherol.beta: 0.02; Tocopherol.delta: 0; Tocotrienol.alpha: 0.02; Tocotrienol.beta: 0; Tocotrienol.gamma: 0; Tocotrienol.delta: 0; Pantothenic.acid: 0.158; Menaquinone.4: NA; Dihydrophylloquinone: NA; Folic.acid: 0; Folate.food: 0.135; Folate.DFE: 0.135; Betaine: 0.7; Cystine: 0.035; Tyrosine: 0.047; Alanine: 0.139; Aspartic.acid: 0.342; Glutamic.acid: 0.483; Glycine: 0.096; Proline: 0.157; Serine: 0.112; Hydroxyproline: NA; Vitamin.E.added: 0; Vitamin.B.12.added: 0; X4.0: NA; X6.0: NA; X8.0: NA; X10.0: NA; X12.0: 0.001; X14.0: 0.003; X16.0: 0.086; X18.0: 0.006; X20.0: NA; X18.1.undifferentiated: 0.011; X22.0: NA; X14.1: NA; X16.1.undifferentiated: 0.002; X20.1: NA; X22.1.undifferentiated: NA; Stigmasterol: NA; Campesterol: NA; Beta.sitosterol: NA; X15.0: NA; X17.0: NA; X24.0: NA; X16.1.t: NA; X18.1.t: NA; X22.1.t: NA; X18.2.t.not.further.defined: NA; X18.2.i: NA; X18.2.t.t: NA; X18.2.CLAs: NA; X24.1.c: NA; X20.2.n.6.c.c: NA; X16.1.c: NA; X18.1.c: NA; X18.2.n.6.c.c: NA; X22.1.c: NA; X18.3.n.6.c.c.c: NA; X17.1: NA; X20.3.undifferentiated: NA; Fatty.acids.total.trans.monoenoic: NA; Fatty.acids.total.trans.polyenoic: NA; X13.0: NA; X15.1: NA; X18.3.n.3.c.c.c.ALA.: NA; X20.3.n.3: NA; X20.3.n.6: NA; X20.4.n.6: NA; X18.3i: NA; X21.5: NA; X22.4: NA; X18.1.11.t.18.1t.n.7.: NA	ASPARAGUS	芦笋
